NO_ID_PRO,TITRE_PRODUCTION,REALISATEUR,ANNEE_PROD,PERIODE_DE,PERIODE_AU,NB_JOURTOURNAGEMONTREAL,NB_JOURTOURNAGEVIEUXMONTREAL,NOM_TYPEPRODUCTION,NOM_PROVENANCE,NO_TYPEPRODUCTION,NO_PROVENANCE
5405,VOISINAGES,Guillaume Chevrette,2005,2005-12-03,2005-12-13,8,0,Film étudiant,Canadienne,19,6
5406,WESTON,RICHARD CIUPKA,2005,2005-12-08,2005-12-08,1,0,Message publicitaire,Canadienne,15,6
5407,BELL,Emmanuel Hoss-Desmarais,2005,2005-12-05,2005-12-06,2,0,Message publicitaire,Canadienne,15,6
5408,Site internet REDBULL,agence Diesel ??,2005,2005-12-05,2005-12-07,1,0,Message publicitaire,Canadienne,15,6
5409,BOOBA,Armen Djerabat,2005,2005-12-05,2005-12-07,2,0,Message publicitaire,Canadienne,15,6
5410,RONA,Emmanuel Hoss-Desmarais,2005,2005-12-12,2005-12-15,4,0,Message publicitaire,Canadienne,15,6
5411,QUÉBEC LOISIRS,Normand Daneault,2005,2005-12-08,2005-12-08,1,0,Message publicitaire,Canadienne,15,6
5413,Belle et Bum SPÉCIAL NOËL,Jean-François Blais,2005,2005-12-31,2006-01-01,1,0,Télévision générale,Canadienne,14,6
5414,TERRITOIRES INFESTÉS,Danic Champoux,2005,2005-09-01,2005-12-15,0,0,Téléfilm,Canadienne,12,6
5415,docu. Sur Émilie Gamelin,Dan Monaghan,2005,2005-12-11,2005-12-17,0,2,Message publicitaire,Etrangère,15,7
5416,COLD BLOODY SNOW,Nathan Oliver,2005,2006-01-07,2006-01-08,2,0,Film étudiant,Canadienne,19,6
5417,SUNICE,Pol Baril,2005,2005-12-17,2005-12-17,1,1,Photographie,Canadienne,18,6
5418,Yoplait,Maxime Giroux,2005,2005-12-19,2005-12-21,3,0,Message publicitaire,Canadienne,15,6
5423,DOSSIER GÉNÉRAL 2006,,2006,2006-01-01,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5425,DÉCORE TA VIE IV,Martin Dupont,2006,2006-01-08,2006-03-31,0,0,Télévision générale,Canadienne,14,6
5426,Divers Publicité,,2006,2006-01-04,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5427,Leclerc,Roger Gariépy,2006,2006-01-05,2006-01-06,1,0,Message publicitaire,Canadienne,15,6
5428,divers pub,,2006,2006-01-01,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5429,BLOC QUÉBÉCOIS,Éric Canuel,2006,2005-12-22,2005-12-22,1,0,Message publicitaire,Canadienne,15,6
5430,À LA DI STASIO IV (suite),Francis Legault et Caroline de la Ronde,2006,2006-01-01,2006-03-20,52,0,Télévision générale,Canadienne,14,6
5431,GROUPE TVA,,2006,2006-01-01,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5433,DIVERS PUB.,divers pub.,2006,2006-01-04,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5434,Divers Publicité et corpo.,divers à chaque pub.,2006,2006-01-04,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5435,divers pubs,,2006,2006-01-01,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5436,LA QUÊTE,Jean-Louis Côté,2006,2006-01-05,2006-12-31,62,0,Télévision générale,Canadienne,14,6
5437,divers publicités,,2006,2006-01-01,2006-12-31,0,0,Message publicitaire,Etrangère,15,7
5438,VÉRO SHOW,"Alain Chicoine, Luc Sirois etc.",2006,2006-01-04,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5440,TIM HORTON,Christian Laurence,2006,2006-01-10,2006-01-10,1,0,Message publicitaire,Canadienne,15,6
5442,K-MARO,Karim Ouaret,2006,2006-01-05,2006-01-06,2,0,Vidéo,Canadienne,17,6
5443,ROGERS,,2006,2006-01-10,2006-01-11,2,0,Message publicitaire,Canadienne,15,6
5444,ON N'A PAS TOUTE LA SOIRÉE,Jean-Marc Létourneau,2006,2006-01-01,2006-12-31,60,0,Télévision générale,Canadienne,14,6
5445,Divers pub.,divers,2006,2006-01-05,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5447,MC DO,,2006,2006-01-05,2006-01-06,1,0,Message publicitaire,Canadienne,15,6
5449,Divers Pub.,différent à chaque pub.,2006,2006-01-05,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5450,S.S.Q.,Simon-Olivier Fecteau,2006,2006-01-11,2006-01-11,1,0,Message publicitaire,Canadienne,15,6
5451,Sur la trace d'Igor Rizzi (remords d'un ancien..),Noël Mitrani,2006,2006-02-01,2006-02-28,24,1,Long métrage,Canadienne,11,6
5453,SRC/CBC,différent à chaque fois,2006,2006-01-06,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5454,DIVERS REPORTAGES TOURISTIQUES,différent à chaque projet,2006,2006-01-06,2006-12-31,60,15,Télévision générale,Etrangère,14,7
5455,MOI,Yan England,2006,2006-01-11,2006-01-14,4,0,Court métrage,Canadienne,16,6
5457,NAPA,Emmanuel Hoss-Desmarais,2006,2006-01-11,2006-01-12,2,0,Message publicitaire,Canadienne,15,6
5458,Annie et ses Hommes IV,Richard Lahaie et Brigitte Couture,2006,2006-01-16,2006-02-03,0,0,Série télévisée,Canadienne,13,6
5459,JE M'EN SOUVIENS -50ans,Jean Roy,2006,2006-01-09,2006-05-30,0,0,Télévision générale,Canadienne,14,6
5460,THE PERFECT DISASTERS: ICE STORM,Mike Slee,2006,2006-01-20,2006-01-31,10,0,Série télévisée,Etrangère,13,7
5461,BELL,Jean Hudon,2006,2005-01-12,2005-11-12,1,0,Message publicitaire,Canadienne,15,6
5462,GROUPE FINANCIER,Simon-Olivier Fecteu,2006,2006-01-11,2006-01-11,1,0,Message publicitaire,Canadienne,15,6
5463,SUPER PHOENIX,Sylvie Rosenthal,2006,2006-01-12,2006-01-22,6,0,Court métrage,Canadienne,16,6
5464,LIBRE ÉCHANGE,Raphaël Malo,2006,2006-01-25,2006-04-19,13,0,Télévision générale,Canadienne,14,6
5465,MERIDIAN,Fuad Narabie,2006,2006-01-14,2006-01-29,14,0,Long métrage,Canadienne,11,6
5466,FLASH XI,Guy Gagnon,2006,2006-01-01,2006-05-19,100,0,Télévision générale,Canadienne,14,6
5467,BELLE ET BUM III,,2006,2006-01-01,2006-03-19,12,0,Télévision générale,Canadienne,14,6
5468,DIVERS: PUBLICITÉ,Différents à chaque pub.,2006,2006-01-12,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5469,Coors Light,André Montambeault,2006,2006-01-17,2006-01-18,2,0,Message publicitaire,Canadienne,15,6
5470,La facture,Luc Charbonneau,2006,2006-01-12,2006-12-31,40,0,Télévision générale,Canadienne,14,6
5471,Spect spot,John Barber,2006,2006-01-22,2006-01-22,1,0,Message publicitaire,Canadienne,15,6
5473,Divers photos,différent à chaque projet,2006,2006-01-16,2006-12-31,0,0,Photographie,Canadienne,18,6
5478,ASSOCIATION DENTAIRE CANADIENNE,Jean Longpré,2006,2006-01-18,2006-01-18,1,1,Photographie,Canadienne,18,6
5479,MSSS,Francis Leclerc,2006,2006-01-17,2006-01-17,1,0,Message publicitaire,Canadienne,15,6
5480,divers pubs,Divers,2006,2006-01-16,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5481,SUAVE,,2006,2006-01-19,2006-01-20,0,0,Message publicitaire,Canadienne,15,6
5482,LAGARDÈRE: Nouveau Monde,Bruno Aveilan,2006,2006-01-20,2006-01-23,3,0,Message publicitaire,Etrangère,15,7
5484,divers vidéo,,2006,2006-01-18,2006-12-31,0,0,Vidéo,Canadienne,17,6
5485,Nathalie Choquette,Marie-Hélène Copti,2006,2006-01-18,2006-01-18,1,0,Vidéo,Canadienne,17,6
5486,SCRATCH ( titre de travail ),Sébastien Godron,2006,2006-01-28,2006-01-29,2,0,Court métrage,Canadienne,16,6
5487,CELEBREX,Pierre Gill,2006,2006-01-24,2006-01-24,1,0,Message publicitaire,Canadienne,15,6
5488,DISTRIBUTEL,Lyne Charlebois,2006,2006-01-25,2006-01-25,1,0,Message publicitaire,Canadienne,15,6
5489,divers films étudiants,,2006,2006-01-30,2006-12-31,0,0,Film étudiant,Canadienne,19,6
5491,LABORATOIRE MEDICAL BIRON,Éric Tessier,2006,2006-01-26,2006-01-26,1,0,Message publicitaire,Canadienne,15,6
5492,KALEIDOSCOPE,Michèle Vinet-Mathieu,2006,2006-01-31,2006-01-31,1,0,Film étudiant,Canadienne,19,6
5493,Divers PHOTO,différents à chaque projet,2006,2006-01-23,2006-12-31,0,0,Photographie,Canadienne,18,6
5494,DELIRIUM (première),,2006,2006-01-26,2006-01-26,1,0,Télévision générale,Canadienne,14,6
5495,DIVISION PUB. Auto-promotion,Différents à chaque promo,2006,2006-01-11,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5496,Ford/Fusion---- auto-promo,,2006,2006-01-11,2006-01-11,0,0,Message publicitaire,Canadienne,15,6
5497,Destination tendance 2,Carl Rucica,2006,2006-01-25,2006-12-31,4,0,Télévision générale,Canadienne,14,6
5498,LE VOLEUR D'HISTOIRES,HUGUES TREMBLAY,2006,2006-02-03,2006-02-07,5,0,Film étudiant,Canadienne,19,6
5499,KIDNEY FOUNDATION OF CANADA,NICOLAS MONETTE,2006,2006-02-01,2006-02-01,1,0,Message publicitaire,Canadienne,15,6
5500,POM,TARA JOHNS,2006,2006-02-02,2006-02-03,2,0,Message publicitaire,Canadienne,15,6
5501,LANCE ET COMPTE - LA REVANCHE,Jean-Claude Lord,2006,2006-02-20,2006-05-16,35,0,Série télévisée,Canadienne,13,6
5503,ARTISTES NOVEM,Daniel Laurin,2006,2006-02-06,2006-02-06,1,0,Télévision générale,Canadienne,14,6
5504,BANQUE NATIONALE,Pierre Drouin,2006,2006-02-06,2006-02-06,1,0,Message publicitaire,Canadienne,15,6
5505,LA SOIRÉE DES JUTRA 2006,Jocelyn Barnabé,2006,2006-03-19,2006-03-19,1,0,Télévision générale,Canadienne,14,6
5506,DEMANDES SPÉCIALES,"Brigitte Couture, Marco Lamontagne",2006,2006-02-06,2006-04-06,16,0,Télévision générale,Canadienne,14,6
5507,SOS Beauté 2006,Stéphane Rocheleau,2006,2006-02-06,2006-12-31,30,0,Télévision générale,Canadienne,14,6
5508,Caféine,"Jeff Boucher, Mathieu Carli",2006,2006-02-06,2006-12-31,100,0,Télévision générale,Canadienne,14,6
5509,Parc Lafontaine,Carole Laganière,2006,2006-02-07,2006-05-31,6,0,Long métrage,Canadienne,11,6
5510,DIVERS VIDÉO,Jeremie Saindon,2006,2006-02-08,2006-12-31,2,0,Vidéo,Canadienne,17,6
5511,CORNEILLE,Ivan Gibovic,2006,2006-02-10,2006-02-12,3,0,Vidéo,Canadienne,17,6
5512,UNIPRIX,Pierre Dalpé,2006,2006-02-13,2006-02-13,1,0,Message publicitaire,Canadienne,15,6
5513,RAMQ,François Lavoie-Pilote,2006,2006-02-15,2006-02-16,2,0,Message publicitaire,Canadienne,15,6
5514,ALLIANCE ATLANTIS VIVAFILM,,2006,2006-01-01,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5515,Divers photo,divers,2006,2006-02-13,2006-12-31,0,0,Photographie,Canadienne,18,6
5516,divers pubs,,2006,2006-02-15,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5517,NON-VIOLENCE CONJUGALE,Chantal Fontaine,2006,2005-02-16,2005-02-16,1,0,Message publicitaire,Canadienne,15,6
5518,Pendant ce temps devant la télé...,"François Jobin, Rafaël Ouellet et Steve Plante",2006,2006-03-01,2006-11-30,30,0,Télévision générale,Canadienne,14,6
5519,Blades of Glory,Josh Gordon et Will Speck,2006,2006-03-13,2006-03-24,10,0,Long métrage,Etrangère,11,7
5520,MANGE TA VILLE,Éric Morin,2006,2006-02-24,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5521,Citadins du rebuts global ( suite 16181 ),Marc St-Onge,2006,2006-02-15,2006-03-31,2,0,Télévision générale,Canadienne,14,6
5522,AIR CANADA,Aventure Studio,2006,2006-02-18,2006-02-18,1,1,Photographie,Canadienne,18,6
5523,TÉLÉMAQUE,Gabriel Allard,2006,2006-02-17,2006-02-19,2,0,Vidéo,Canadienne,17,6
5524,L'Échangeur,Martin Delisle,2006,2006-02-16,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5526,MAGALIE 143,Franck Fleury,2006,2006-02-21,2006-02-21,1,0,Vidéo,Etrangère,17,7
5529,Gage,Jean-François Pilon,2006,2006-02-23,2006-02-23,1,0,Vidéo,Canadienne,17,6
5530,Manuel Gasse - Une autre journée,Louis Trépanier,2006,2006-02-23,2006-02-23,1,0,Vidéo,Canadienne,17,6
5531,Pub.,divers,2006,2006-02-22,2006-02-22,0,0,Message publicitaire,Canadienne,15,6
5532,ING,Ian Leech,2006,2006-02-27,2006-03-01,2,0,Message publicitaire,Canadienne,15,6
5533,PASSEPART IV,Mélanie Dion,2006,2005-09-13,2006-06-09,0,0,Télévision générale,Canadienne,14,6
5534,THE SALE,Kun Chang,2006,2006-03-05,2006-03-09,5,0,Court métrage,Canadienne,16,6
5535,divers pubs,,2006,2006-02-28,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5536,JEUNESSE J'ÉCOUTE,Jean Hudon,2006,2006-02-28,2006-02-28,1,0,Message publicitaire,Canadienne,15,6
5537,BMR,Jean-François Bernier,2006,2006-03-01,2006-03-01,1,0,Message publicitaire,Canadienne,15,6
5539,Le guide de la petite vengeance,Jean-François Pouliot,2006,2006-03-22,2006-05-31,42,13,Long métrage,Canadienne,11,6
5541,AERIUS,Steve Gordon,2006,2006-03-09,2006-03-09,1,0,Message publicitaire,Canadienne,15,6
5542,Tourisme Québec,,2006,2006-03-08,2006-03-10,1,1,Photographie,Canadienne,18,6
5543,CASHMERE,Alexis D. Brault,2006,2006-03-13,2006-03-16,2,0,Message publicitaire,Canadienne,15,6
5544,Métropolitain (suite du # 16113),Jean Tessier,2006,2006-02-15,2006-12-31,0,0,Long métrage,Canadienne,11,6
5545,SALUT BONJOUR,Daniel Rancourt,2006,2006-01-28,2006-12-31,270,0,Télévision générale,Canadienne,14,6
5546,Canadian Case Files III,"Tony Asimakopoulos, Chantal Limoges et 3 autres",2006,2006-03-14,2006-06-14,50,0,Série télévisée,Canadienne,13,6
5547,LOTO-QUÉBEC,Jean-François Asselin,2006,2006-03-12,2006-03-12,1,0,Message publicitaire,Canadienne,15,6
5548,Divers films  étudiants,différents à chaque films,2006,2006-03-09,2006-12-31,0,0,Film étudiant,Canadienne,19,6
5549,TIMBRÉ,Joëlle Desjardins,2006,2006-03-25,2006-04-04,8,0,Film étudiant,Canadienne,19,6
5551,S.A.Q.,Jean-Marc Vallée,2006,2006-03-14,2006-03-15,1,0,Message publicitaire,Canadienne,15,6
5552,INTERZONE,Umberto Mendez,2006,2006-04-08,2006-04-18,8,0,Film étudiant,Canadienne,19,6
5553,Tourisme Montréal,Françoise Lavoie-Pilote,2006,2006-03-16,2006-03-17,1,1,Message publicitaire,Canadienne,15,6
5554,SKETCH SHOW III,Ghislain Dumas,2006,2006-03-27,2006-07-31,0,0,Série télévisée,Canadienne,13,6
5556,FINAL FOUR,Maxim Roy,2006,2006-03-20,2006-03-30,1,0,Court métrage,Canadienne,16,6
5557,Sports Expert,Alex Franchi,2006,2006-03-21,2006-03-22,1,0,Message publicitaire,Canadienne,15,6
5558,OPPQ,Patrick Demers,2006,2006-03-22,2006-03-22,1,0,Message publicitaire,Canadienne,15,6
5559,Divers PHOTO,différent,2006,2006-03-15,2006-12-31,0,0,Photographie,Canadienne,18,6
5560,BLACKBERRY,Manon Boyer,2006,2006-03-25,2006-03-25,2,1,Photographie,Canadienne,18,6
5561,Divers Photo,différent à chaque scéance,2006,2006-03-17,2006-12-31,0,0,Photographie,Canadienne,18,6
5562,Gouvernement du Québec,Roger Proulx,2006,2006-03-20,2006-03-20,1,0,Photographie,Canadienne,18,6
5563,Wilfred Lebouthillier,Dominique Courence,2006,2006-03-23,2006-03-23,1,0,Vidéo,Canadienne,17,6
5564,"BOB GRATTON: Ma vie, My life",Gabriel Pelletier,2006,2006-03-30,2006-06-20,44,0,Série télévisée,Canadienne,13,6
5566,EXPIATION,Erik Cimon,2006,2006-03-25,2006-03-26,3,0,Court métrage,Canadienne,16,6
5567,LE DERNIER ÉCHO,Charles Castonguay,2006,2006-02-28,2006-03-06,0,0,Film étudiant,Canadienne,19,6
5568,PURE LAINE,Jean Bourbonnais,2006,2006-03-27,2006-04-01,4,0,Série télévisée,Canadienne,13,6
5569,Caroline Néron - Colle toi à moi,Caroline Néron,2006,2006-03-26,2006-03-26,1,0,Vidéo,Canadienne,17,6
5570,Lait,J-F Bernier,2006,2006-03-28,2006-03-28,1,0,Message publicitaire,Canadienne,15,6
5571,DIVERS PHOTOGRAPHIES,Christian Fleury,2006,2006-03-25,2006-12-31,0,0,Photographie,Canadienne,18,6
5572,Lily Chin Signature collection,Christian Fleury,2006,2006-03-29,2006-03-30,2,2,Photographie,Canadienne,18,6
5573,Coup de pouce,Manon Brisebois,2006,2006-03-23,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5574,ROMÉO ET JULIETTE,Yves Desgagnés,2006,2006-04-16,2006-06-09,34,0,Long métrage,Canadienne,11,6
5575,Rien n'est jamais pareil,Martin Jolicoeur,2006,2006-04-01,2006-04-01,1,0,Court métrage,Canadienne,16,6
5576,DIVERS PUBS,différent à chaque projet,2006,2006-03-28,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5577,MOOSEHEAD,Raymond Bark,2006,2006-03-30,2006-04-02,2,0,Message publicitaire,Canadienne,15,6
5578,Volkswagen,Frank Blaes,2006,2006-04-02,2006-04-02,1,0,Message publicitaire,Canadienne,15,6
5579,Montréal Stories-1971,Vanya Rose,2006,2006-03-24,2006-04-03,3,0,Court métrage,Canadienne,16,6
5580,Meggie-tête première,Mathieu Grondin,2006,2006-03-30,2006-03-30,1,0,Vidéo,Canadienne,17,6
5581,Donnez moi des roses,J-Pierre Bergeron,2006,2006-06-04,2006-06-06,3,0,Court métrage,Canadienne,16,6
5582,Divers pub.,,2006,2006-03-30,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5584,Le Soleil,Alain Dagenais,2006,2006-04-02,2006-04-02,1,0,Message publicitaire,Canadienne,15,6
5585,Divers photo,Jean-Claude Lussier,2006,2006-03-30,2006-12-31,0,0,Photographie,Canadienne,18,6
5586,Virginie Pouchin,Ivan Grbovic,2006,2006-04-03,2006-04-03,1,0,Vidéo,Etrangère,17,7
5587,DES KIWIS ET DES HOMMES,Patrice Landry,2006,2006-05-08,2006-09-08,0,0,Télévision générale,Canadienne,14,6
5588,LE SEPTIÈME ROUND,Sylvain Archambault,2006,2006-04-24,2006-09-05,40,0,Série télévisée,Canadienne,13,6
5589,The Company,Phil Price,2006,2006-04-02,2006-12-31,40,0,Série télévisée,Canadienne,13,6
5590,Le Groupe Marcelle,J-C Lussier,2006,2006-04-05,2006-04-07,1,1,Photographie,Canadienne,18,6
5591,Divers Films Étudiants,,2006,2006-03-30,2006-12-31,0,0,Film étudiant,Canadienne,19,6
5592,Divers pub.,,2006,2006-04-04,2006-12-31,0,0,Message publicitaire,Canadienne,15,6
5593,LE PARADIS DE GRÉGOIR,Annelise Morasse,2006,2006-03-30,2006-04-06,0,0,Film étudiant,Canadienne,19,6
5594,RAID,Todd Shaffer,2006,2006-04-07,2006-04-07,1,0,Message publicitaire,Canadienne,15,6
5595,L'INJUSTICE-Garou,Yannick Saillet,2006,2006-04-06,2006-04-06,1,0,Vidéo,Etrangère,17,7
5596,JE SUIS LE MÊME-Garou,Yannick Saillet,2006,2006-04-07,2006-04-07,1,0,Vidéo,Etrangère,17,7
5597,CAPSULES SANTÉ,,2006,2006-04-11,2006-04-13,1,0,Télévision générale,Canadienne,14,6
5598,Les Gags VII,"François Béland, Jean Kohnen, Marc-O. Valiquette",2006,2006-04-18,2006-10-01,111,0,Télévision générale,Canadienne,14,6
5599,Tim Horton,Jean-Marc Piché,2006,2006-04-10,2006-04-12,1,0,Message publicitaire,Canadienne,15,6
5600,C.A.,Podz,2006,2006-04-18,2006-07-12,40,0,Série télévisée,Canadienne,13,6
5601,LES HAUTS ET LES BAS DE SOPHIE PAQUIN,Claude Desrosiers et Richard Lahaie,2006,2006-04-04,2006-09-26,44,0,Série télévisée,Canadienne,13,6
5602,AMINE,Jean-François Pilon,2006,2006-04-10,2006-04-10,1,0,Vidéo,Etrangère,17,7
5603,Circle of friends,Stefan Pleszczynski,2006,2009-04-10,2006-05-05,16,0,Téléfilm,Canadienne,12,6
5604,Still Life,Jeffrey Blatt,2006,2006-04-22,2006-05-22,23,0,Long métrage,Canadienne,11,6
5605,Divers films étudiants,,2006,2006-01-01,2006-12-31,0,0,Film étudiant,Canadienne,19,6
5606,HAVIN,Akyol Kader,2006,2006-04-10,2006-04-18,4,0,Film étudiant,Canadienne,19,6
5607,WOMEN OF MUSIC,Jocelyn Cano,2006,2006-04-07,2006-05-16,1,0,Télévision générale,Canadienne,14,6
5608,SIMPLEX,Patrick Boivin,2006,2006-04-11,2006-04-11,1,0,Message publicitaire,Canadienne,15,6
5609,DIVERS (Vrak etc ),,2006,2006-04-10,2006-12-31,3,0,Télévision générale,Canadienne,14,6
5610,Estranged,Daniel-James Muntrodola,2006,2006-04-15,2006-04-23,4,0,Court métrage,Canadienne,16,6
5611,Clip: NOMADIC MASSIVE,Sébastien Bouloc,2006,2006-04-15,2006-04-15,1,0,Court métrage,Etrangère,16,7
5612,Diverses captations,,2006,2006-04-11,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5613,PAR-DESSUS LE MARCHÉ,"Alain Berthiaume, Jean Lefebvre",2006,2006-04-03,2006-09-08,0,0,Télévision générale,Canadienne,14,6
5614,Divers Vidéoclip,différent,2006,2006-04-11,2006-12-31,0,0,Vidéo,Canadienne,17,6
5616,Toi la Mordore,Guy Édoin,2006,2006-04-14,2006-04-14,1,0,Vidéo,Canadienne,17,6
5617,KD2A,Lamar Hawkins,2006,2006-05-16,2006-05-19,4,0,Série télévisée,Etrangère,13,7
5618,Divers PHOTO,différent,2006,2006-04-12,2006-12-31,0,0,Photographie,Canadienne,18,6
5619,FIDO,Gabriel Jones,2006,2006-04-19,2006-04-20,1,0,Photographie,Canadienne,18,6
5620,MSSS,Françoise Lavoie-Pilote,2006,2006-04-19,2006-04-19,1,0,Message publicitaire,Canadienne,15,6
5622,LOTO QUÉBEC,Stéphane Martin,2006,2006-04-20,2006-04-21,1,0,Message publicitaire,Canadienne,15,6
5623,VOLKSWAGEN,,2006,2006-04-13,2006-04-13,0,0,Message publicitaire,Canadienne,15,6
5624,LOTTO,,2006,2006-04-21,2006-04-24,4,1,Court métrage,Canadienne,16,6
5625,Erreurs médicales,Jacques Despins,2006,2006-04-19,2006-08-24,0,0,Télévision générale,Canadienne,14,6
5626,BURNING MUSSOLINI,Conrad Pla,2006,2006-05-03,2006-05-24,12,0,Long métrage,Canadienne,11,6
5627,Proxim,Guillaume De Fontenay,2006,2006-04-24,2006-04-26,1,0,Message publicitaire,Canadienne,15,6
5628,L'âge de passion (Les vrais perdants... la suite),André Melançon,2006,2006-03-25,2006-04-30,20,0,Long métrage,Canadienne,11,6
5629,Jour de pluie,Gérémie Saindon,2006,2006-04-22,2006-04-22,1,0,Vidéo,Canadienne,17,6
5630,Prank Patrol,"Dean Evans, Zsolt Luka et Casey Walker",2006,2006-05-01,2006-10-27,0,0,Série télévisée,Canadienne,13,6
5631,BWA,Mathieu Vachon,2006,2006-04-22,2006-04-23,1,1,Message publicitaire,Canadienne,15,6
5632,Mathieu est à l'hôpital,Jean-François Legentil,2006,2006-04-22,2006-04-22,1,0,Court métrage,Canadienne,16,6
5633,WADA,,2006,2006-04-24,2006-04-24,1,0,Message publicitaire,Canadienne,15,6
5634,Journey to the center of the earth,Éric Brevig,2006,2006-06-12,2006-08-22,44,0,Long métrage,Etrangère,11,7
5635,Flash XII,Guy Gagnon,2006,2006-04-21,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5636,FIDO,MAXIME GIROUX,2006,2006-04-26,2006-04-26,1,0,Message publicitaire,Canadienne,15,6
5637,"MA FILLE, MON ANGE",Alexis Durand-Brault,2006,2006-05-08,2006-06-13,19,0,Long métrage,Canadienne,11,6
5638,Lucenda,Maryse Fournier,2006,2006-04-29,2006-05-01,1,0,Vidéo,Canadienne,17,6
5639,President choice,Alain Desrochers,2006,2006-04-27,2006-05-28,2,0,Message publicitaire,Canadienne,15,6
5640,Divers pub.,,2006,2006-04-26,2006-12-31,0,0,Message publicitaire,Etrangère,15,7
5641,KILLING HOSTAGE,Robert Rudmann,2006,2006-05-13,2006-05-21,6,0,Court métrage,Canadienne,16,6
5642,LES TROIS P'TITS COCHONS,Patrick Huard,2006,2006-05-08,2006-06-30,15,0,Long métrage,Canadienne,11,6
5643,Sucré Salé 2006,Stéphane Degrosbois etc,2006,2006-05-09,2006-09-01,0,0,Télévision générale,Canadienne,14,6
5644,BANQUE NATIONALE,ALAIN DESROCHERS,2006,2006-05-03,2006-05-04,2,0,Message publicitaire,Canadienne,15,6
5645,"BELL ""Traffic""",Nicolas Bolduc,2006,2006-05-06,2006-05-07,1,0,Message publicitaire,Canadienne,15,6
5646,TOUT SUR MOI (Macha & friends),Stéphane Lapointe,2006,2006-05-25,2006-08-21,45,0,Série télévisée,Canadienne,13,6
5647,Virtual Advisor,Patrick Boivin,2006,2006-05-05,2006-05-11,7,0,Message publicitaire,Canadienne,15,6
5648,Furniture Row,Bryan Papierski,2006,2006-05-09,2006-05-09,2,1,Message publicitaire,Etrangère,15,7
5649,FRIC SHOW,Marc Cayer et Pascal Brouard,2006,2006-05-05,2006-12-31,0,0,Télévision générale,Canadienne,14,6
5650,Le petit monde de Laura Cadieux III,Denise Filiatrault,2006,2006-05-25,2006-07-12,30,0,Série télévisée,Canadienne,13,6
5651,ANNIE ET SES HOMMES V,Richard Lahaie et Brigitte Couture,2006,2006-05-15,2006-12-31,80,0,Série télévisée,Canadienne,13,6
5653,2 TOM,J-F Pilon,2006,2006-05-22,2006-04-22,1,0,Vidéo,Canadienne,17,6
5654,DIVERS PUB.,divers,2006,2006-05-10,2006-12-31,0,0,Message publicitaire,Etrangère,15,7
5655,SONY ERICSSON,Tom Hooper,2006,2006-05-11,2005-06-13,1,0,Message publicitaire,Etrangère,15,7
5656,ART & MUSE,DIANE BOYER,2006,2006-05-08,2006-05-25,2,0,Court métrage,Canadienne,16,6
5657,DIVERS PHOTOS,Marek Wlazlo,2006,2006-05-10,2006-12-31,0,0,Photographie,Canadienne,18,6
5658,Personal Portfolio,Marek Wlazlo,2006,2006-05-16,2006-05-17,1,0,Photographie,Canadienne,18,6
5659,LA PROMESSE II,Stéphane Beaudoin,2006,2006-08-31,2006-12-31,52,0,Série télévisée,Canadienne,13,6
5660,LE GÉNIE DU CRIME,Louis Bélanger,2006,2006-04-24,2006-05-08,11,0,Long métrage,Canadienne,11,6
5661,Vivre sans enfant,Paul Bourgeault,2006,2006-05-14,2006-06-29,10,0,Télévision générale,Canadienne,14,6
5662,JEUX DE SOCIÉTÉ X,"Sylvie Guernon, Anne Dussault et Liliane Bergevin",2006,2006-04-10,2007-01-26,0,0,Télévision générale,Canadienne,14,6
5664,MeetMarket.com,Geneviève Poulette,2006,2006-05-22,2006-05-31,,0,Court métrage,Canadienne,16,6
5665,VINCOR,Jean Boutin,2006,2006-05-15,2006-05-17,3,0,Message publicitaire,Canadienne,15,6
5666,TQS divers,Guylaine Roy,2006,2006-05-12,2006-12-31,0,0,Télévision générale,Canadienne,14,6
